1,0.6950268697738647,50
1,0.6946276646852493,50
1,0.6944022893905639,50
1,0.6941881166398525,49
1,0.693994558095932,49
1,0.693902667760849,49
1,0.6938205007144383,49
1,0.6937438540905714,49
1,0.6936744732989205,49
1,0.6936227118968964,49
1,0.6935640356757424,49
1,0.6935274872680505,50
2,0.6928170955181122,50
2,0.6929102832078934,50
2,0.692966219385465,50
2,0.6930360282957554,50
2,0.6929563819169998,50
2,0.6929152394334476,50
2,0.6928877569947924,50
2,0.6928560531139374,50
2,0.6927966021166907,50
2,0.6927726207971573,50
2,0.6926959173245864,50
2,0.692720276961724,50
3,0.6899899262189865,50
3,0.6903973802924156,50
3,0.6898682755231857,50
3,0.6902527238428593,50
3,0.6902201662063598,50
3,0.690116414129734,50
3,0.6901229548454285,50
3,0.6896960901468993,50
3,0.6893730502658421,50
3,0.6892433067560196,50
3,0.6889629211750897,50
3,0.6889464609821637,51
4,0.6875925379991531,51
4,0.686439967751503,51
4,0.686531340877215,51
4,0.6863781507313251,51
4,0.6861720082759857,51
4,0.6863739266991615,51
4,0.6864360105991364,51
4,0.686766271442175,51
4,0.6870887754360835,51
4,0.6872692505717277,51
4,0.6873171656240117,51
4,0.6872672463456789,51
5,0.6869549745321274,51
5,0.686496619284153,51
5,0.6800752766927083,51
5,0.6620813962817192,51
5,0.6515170046687127,52
5,0.6397854869067668,52
5,0.6317950368353299,52
5,0.624213484339416,52
5,0.6171232176820437,53
5,0.6096541957259178,53
5,0.6022872920469804,53
5,0.5941508803268274,54
6,0.4875581100583076,54
6,0.48304098308086396,55
6,0.473788561920325,55
6,0.47059897452592847,55
6,0.46152414178848267,56
6,0.4558596034348011,56
6,0.44922416714685304,56
6,0.444612645804882,57
6,0.4402497757143444,57
6,0.43367206618189813,58
6,0.4300631132586436,58
6,0.4238278945162892,58
7,0.3607990026473999,59
7,0.35305907517671586,59
7,0.34364958181977273,59
7,0.3406280627846718,60
7,0.33910160955786706,60
7,0.3330082813898722,60
7,0.3294240665648665,61
